,code,predictmonth,predicted_range,predicted_prob,type,monthly_returns,display_name,name
0,002120.XSHE,2018-01,0,0.70232844,Long,-0.06394490900147554,韵达股份,YDGF
1,600029.XSHG,2018-01,0,0.67853564,Long,-0.011986301369863115,南方航空,NFHK
2,600547.XSHG,2018-01,0,0.62688684,Long,0.018978761861726312,山东黄金,SDHJ
3,600516.XSHG,2018-01,0,0.60490614,Long,0.026194144838212585,方大炭素,FDTS
4,002001.XSHE,2018-01,0,0.5954808,Long,0.033653846153846034,新和成,XHC
5,000651.XSHE,2018-01,0,0.5947131,Long,0.27994157740993186,格力电器,GLDQ
6,300014.XSHE,2018-01,0,0.58395743,Long,-0.1026392961876833,亿纬锂能,YWLN
7,600438.XSHG,2018-01,0,0.56926835,Long,-0.014579759862778709,通威股份,TWGF
8,000723.XSHE,2018-01,0,0.56638134,Long,-0.04587155963302747,美锦能源,MJNY
9,600352.XSHG,2018-01,0,0.5659352,Long,0.06474820143884896,浙江龙盛,ZJLS
10,600887.XSHG,2018-01,0,0.55787355,Long,0.059197324414715924,伊利股份,YLGF
11,002555.XSHE,2018-01,0,0.5533686,Long,0.0010198878123406363,三七互娱,SQHY
12,000860.XSHE,2018-01,0,0.5469948,Long,0.05741626794258381,顺鑫农业,SXNY
13,002508.XSHE,2018-01,0,0.5413587,Long,0.11251664447403464,老板电器,LBDQ
14,000786.XSHE,2018-01,0,0.52852976,Long,0.09902370990237096,北新建材,BXJC
15,600183.XSHG,2018-01,0,0.5255835,Long,-0.09665763324299914,生益科技,SYKJ
16,300347.XSHE,2018-01,0,0.52498126,Long,0.07758620689655182,泰格医药,TGYY
17,000425.XSHE,2018-01,0,0.5243773,Long,-0.011160714285714413,徐工机械,XGJX
18,600346.XSHG,2018-01,0,0.52120066,Long,0.20648259303721492,恒力石化,HLSH
19,002304.XSHE,2018-01,0,0.5174369,Long,0.12996727442730238,洋河股份,YHGF
20,600547.XSHG,2018-02,0,0.7274974,Long,-0.1813747228381375,山东黄金,SDHJ
21,002120.XSHE,2018-02,0,0.6969309,Long,0.016815554387808795,韵达股份,YDGF
22,600029.XSHG,2018-02,0,0.6920303,Long,0.002599653379549593,南方航空,NFHK
23,002555.XSHE,2018-02,0,0.67753357,Long,0.009169638308711205,三七互娱,SQHY
24,000723.XSHE,2018-02,0,0.6405559,Long,-0.04487179487179493,美锦能源,MJNY
25,000708.XSHE,2018-02,0,0.6170281,Long,-0.029850746268656806,中信特钢,ZXTG
26,000425.XSHE,2018-02,0,0.6156842,Long,-0.0744920993227991,徐工机械,XGJX
27,600516.XSHG,2018-02,0,0.5885967,Long,-0.0030030030030030463,方大炭素,FDTS
28,601899.XSHG,2018-02,0,0.5851487,Long,-0.10288065843621397,紫金矿业,ZJKY
29,601111.XSHG,2018-02,0,0.58005476,Long,0.04605776736924283,中国国航,ZGGH
30,300014.XSHE,2018-02,0,0.57975125,Long,0.013071895424836777,亿纬锂能,YWLN
31,002153.XSHE,2018-02,0,0.5761768,Long,0.12176681257461207,石基信息,SJXX
32,600118.XSHG,2018-02,0,0.57131094,Long,-0.11363636363636355,中国卫星,ZGWX
33,603019.XSHG,2018-02,0,0.56944543,Long,0.13278008298755184,中科曙光,ZKSG
34,000786.XSHE,2018-02,0,0.5677102,Long,-0.04145516074450084,北新建材,BXJC
35,002624.XSHE,2018-02,0,0.5624374,Long,0.1071913161465401,完美世界,WMSJ
36,300122.XSHE,2018-02,0,0.5554141,Long,0.03394160583941597,智飞生物,ZFSW
37,300144.XSHE,2018-02,0,0.55378824,Long,0.06547619047619048,宋城演艺,SCYY
38,600271.XSHG,2018-02,0,0.5525135,Long,-0.020654911838790983,航天信息,HTXX
39,300347.XSHE,2018-02,0,0.546572,Long,0.03600000000000003,泰格医药,TGYY
40,000723.XSHE,2018-03,0,0.77404,Long,-0.13590604026845632,美锦能源,MJNY
41,300014.XSHE,2018-03,0,0.7652018,Long,0.005376344086021501,亿纬锂能,YWLN
42,002371.XSHE,2018-03,0,0.7469723,Long,0.3619869125520525,北方华创,BFHC
43,300122.XSHE,2018-03,0,0.7223157,Long,0.182139075185316,智飞生物,ZFSW
44,002555.XSHE,2018-03,0,0.71658736,Long,-0.10146390711761732,三七互娱,SQHY
45,002463.XSHE,2018-03,0,0.71237224,Long,-0.0535714285714286,沪电股份,HDGF
46,002558.XSHE,2018-03,0,0.6995185,Long,-0.032047293092719364,巨人网络,JRWL
47,300144.XSHE,2018-03,0,0.69757813,Long,0.06238361266294224,宋城演艺,SCYY
48,600487.XSHG,2018-03,0,0.68131006,Long,-0.03294289897510971,亨通光电,HTGD
49,600522.XSHG,2018-03,0,0.67746276,Long,-0.029339853300733413,中天科技,ZTKJ
50,002153.XSHE,2018-03,0,0.6694954,Long,-0.055338772614402336,石基信息,SJXX
51,300136.XSHE,2018-03,0,0.6655972,Long,-0.0697848924462231,信维通信,XWTX
52,002271.XSHE,2018-03,0,0.6540428,Long,0.05096110862762626,东方雨虹,DFYH
53,002624.XSHE,2018-03,0,0.6506223,Long,0.013174019607843146,完美世界,WMSJ
54,002241.XSHE,2018-03,0,0.64833075,Long,-0.13777191825972313,歌尔股份,GEGF
55,600029.XSHG,2018-03,0,0.64313394,Long,-0.11840968020743314,南方航空,NFHK
56,600848.XSHG,2018-03,0,0.62909335,Long,0.03820033955857394,上海临港,SHLG
57,600118.XSHG,2018-03,0,0.6289656,Long,0.10062893081761004,中国卫星,ZGWX
58,002120.XSHE,2018-03,0,0.6260849,Long,0.1478036175710593,韵达股份,YDGF
59,300347.XSHE,2018-03,0,0.62243176,Long,0.3671814671814671,泰格医药,TGYY
60,600547.XSHG,2018-04,0,0.74631757,Long,-0.03870343492985007,山东黄金,SDHJ
61,600118.XSHG,2018-04,0,0.6045399,Long,0.0,中国卫星,ZGWX
62,000723.XSHE,2018-04,0,0.58572775,Long,0.0,美锦能源,MJNY
63,002120.XSHE,2018-04,0,0.5843809,Long,-0.0027014858171995337,韵达股份,YDGF
64,002129.XSHE,2018-04,0,0.5591961,Long,0.09815354713313916,中环股份,ZHGF
65,600233.XSHG,2018-04,0,0.5435703,Long,-0.0847457627118644,圆通速递,YTSD
66,600588.XSHG,2018-04,0,0.540225,Long,-0.03690685413005268,用友网络,YYWL
67,600436.XSHG,2018-04,0,0.5368837,Long,0.12635952584626664,片仔癀,PZH
68,002624.XSHE,2018-04,0,0.52686787,Long,0.04989416389476853,完美世界,WMSJ
69,000768.XSHE,2018-04,0,0.5235428,Long,0.07541567695961993,中航飞机,ZHFJ
70,300122.XSHE,2018-04,0,0.52146673,Long,0.19528217378321888,智飞生物,ZFSW
71,300347.XSHE,2018-04,0,0.5212999,Long,0.12143462298785668,泰格医药,TGYY
72,600848.XSHG,2018-04,0,0.5126718,Long,-0.0380212591986917,上海临港,SHLG
73,600038.XSHG,2018-05,0,0.76627153,Long,-0.1271602304245787,中直股份,ZZGF
74,600372.XSHG,2018-05,0,0.66026545,Long,-0.06500691562932237,中航电子,ZHDZ
75,002129.XSHE,2018-05,0,0.61613023,Long,-0.17079646017699124,中环股份,ZHGF
76,002463.XSHE,2018-05,0,0.61086684,Long,-0.04470588235294126,沪电股份,HDGF
77,300347.XSHE,2018-05,0,0.6097048,Long,-0.047846889952153034,泰格医药,TGYY
78,600118.XSHG,2018-05,0,0.5640515,Long,-0.08703296703296702,中国卫星,ZGWX
79,002410.XSHE,2018-05,0,0.56064266,Long,0.07499999999999996,广联达,GLD
80,600588.XSHG,2018-05,0,0.5605089,Long,-0.12712895377128966,用友网络,YYWL
81,002304.XSHE,2018-05,0,0.5570999,Long,0.28098935864250785,洋河股份,YHGF
82,002371.XSHE,2018-05,0,0.5445773,Long,-0.11253300832825508,北方华创,BFHC
83,600760.XSHG,2018-05,0,0.54267454,Long,-0.12103071317022385,中航沈飞,ZHSF
84,000723.XSHE,2018-05,0,0.5387031,Long,0.0,美锦能源,MJNY
85,601231.XSHG,2018-05,0,0.53529215,Long,-0.05992509363295884,环旭电子,HXDZ
86,600406.XSHG,2018-05,0,0.5298118,Long,-0.013455657492354887,国电南瑞,GDNR
87,603019.XSHG,2018-05,0,0.5259385,Long,-0.0971180418476114,中科曙光,ZKSG
88,002153.XSHE,2018-05,0,0.525055,Long,0.20032375556454876,石基信息,SJXX
89,002146.XSHE,2018-05,0,0.52373224,Long,-0.09317443120260037,荣盛发展,RSFZ
90,002422.XSHE,2018-05,0,0.5216363,Long,-0.013758599124452877,科伦药业,KLYY
91,600887.XSHG,2018-05,0,0.5204074,Long,0.18066366243342905,伊利股份,YLGF
92,603369.XSHG,2018-05,0,0.5151484,Long,0.4283942963422196,今世缘,JSY
93,002558.XSHE,2018-06,0,0.7888076,Long,-0.019458544839255576,巨人网络,JRWL
94,002555.XSHE,2018-06,0,0.7304867,Long,-0.08155186064924791,三七互娱,SQHY
95,002241.XSHE,2018-06,0,0.69342756,Long,-0.0981981981981982,歌尔股份,GEGF
96,002773.XSHE,2018-06,0,0.68968695,Long,-0.13528896672504376,康弘药业,KHYY
97,300136.XSHE,2018-06,0,0.68000996,Long,-0.10673665791776032,信维通信,XWTX
98,300413.XSHE,2018-06,0,0.6511603,Long,-0.12160566706021247,芒果超媒,MGCM
99,000860.XSHE,2018-06,0,0.59216833,Long,0.11851851851851868,顺鑫农业,SXNY
100,300122.XSHE,2018-06,0,0.5913362,Long,-0.015893751360766317,智飞生物,ZFSW
101,601021.XSHG,2018-06,0,0.58976454,Long,-0.07347047822602193,春秋航空,CQHK
102,300408.XSHE,2018-06,0,0.57613146,Long,-0.005197055002165496,三环集团,SHJT
103,002410.XSHE,2018-06,0,0.5759069,Long,0.03075768942235557,广联达,GLD
104,300347.XSHE,2018-06,0,0.5681354,Long,0.08278233271621249,泰格医药,TGYY
105,000661.XSHE,2018-06,0,0.55996436,Long,0.06101441137937491,长春高新,CCGX
106,002456.XSHE,2018-06,0,0.55927104,Long,-0.1184860120680198,欧菲光,OFG
107,600741.XSHG,2018-06,0,0.5536685,Long,-0.07044673539518898,华域汽车,HYQC
108,002422.XSHE,2018-06,0,0.5414718,Long,-0.016804058338617534,科伦药业,KLYY
109,002508.XSHE,2018-06,0,0.5396877,Long,-0.13730111962286373,老板电器,LBDQ
110,002153.XSHE,2018-06,0,0.5311401,Long,-0.026298044504383,石基信息,SJXX
111,600487.XSHG,2018-06,0,0.5268161,Long,-0.058058925476603074,亨通光电,HTGD
112,002001.XSHE,2018-06,0,0.52619535,Long,-0.02863317125877907,新和成,XHC
113,002558.XSHE,2018-07,0,0.7897702,Long,-0.11302847282139784,巨人网络,JRWL
114,000708.XSHE,2018-07,0,0.6021654,Long,0.010245901639344137,中信特钢,ZXTG
115,603658.XSHG,2018-07,0,0.5863509,Long,-0.13222222222222213,安图生物,ATSW
116,300347.XSHE,2018-07,0,0.58241445,Long,-0.029799706888128937,泰格医药,TGYY
117,600038.XSHG,2018-07,0,0.58097273,Long,-0.01543912933434577,中直股份,ZZGF
118,600340.XSHG,2018-07,0,0.57008785,Long,0.02106430155210659,华夏幸福,HXXF
119,002555.XSHE,2018-07,0,0.5625233,Long,-0.07241379310344831,三七互娱,SQHY
120,002146.XSHE,2018-07,0,0.55402815,Long,-0.008871989860582906,荣盛发展,RSFZ
121,002508.XSHE,2018-07,0,0.5534141,Long,-0.06010928961748641,老板电器,LBDQ
122,000786.XSHE,2018-07,0,0.54612947,Long,0.10666666666666667,北新建材,BXJC
123,000425.XSHE,2018-07,0,0.5270493,Long,0.0,徐工机械,XGJX
124,002460.XSHE,2018-07,0,0.52011067,Long,-0.04492905937992642,赣锋锂业,GFLY
125,002001.XSHE,2018-07,0,0.5156849,Long,-0.11624026696329247,新和成,XHC
126,002410.XSHE,2018-07,0,0.51207525,Long,-0.008369723435225684,广联达,GLD
127,601006.XSHG,2018-07,0,0.5027182,Long,0.08990318118948815,大秦铁路,DQTL
128,002555.XSHE,2018-08,0,0.84749746,Long,-0.08828996282527879,三七互娱,SQHY
129,002468.XSHE,2018-08,0,0.7974833,Long,-0.061735585323238314,申通快递,STKD
130,002271.XSHE,2018-08,0,0.7175777,Long,-0.10927347903130537,东方雨虹,DFYH
131,002241.XSHE,2018-08,0,0.6931587,Long,-0.07619047619047603,歌尔股份,GEGF
132,002508.XSHE,2018-08,0,0.675154,Long,-0.2354651162790697,老板电器,LBDQ
133,600038.XSHG,2018-08,0,0.6622665,Long,-0.0359897172236503,中直股份,ZZGF
134,002236.XSHE,2018-08,0,0.6361651,Long,-0.17215326497571515,大华股份,DHGF
135,600118.XSHG,2018-08,0,0.62625974,Long,-0.06885758998435054,中国卫星,ZGWX
136,000708.XSHE,2018-08,0,0.61988294,Long,0.05679513184584172,中信特钢,ZXTG
137,002027.XSHE,2018-08,0,0.6071936,Long,-0.1888997078870496,分众传媒,FZCM
138,601216.XSHG,2018-08,0,0.60107493,Long,-0.0611510791366906,君正集团,JZJT
139,002463.XSHE,2018-08,0,0.5793468,Long,0.4040632054176072,沪电股份,HDGF
140,300014.XSHE,2018-08,0,0.5775926,Long,-0.10459183673469397,亿纬锂能,YWLN
141,002410.XSHE,2018-08,0,0.56931293,Long,0.08366972477064216,广联达,GLD
142,600010.XSHG,2018-08,0,0.5691395,Long,-0.09638554216867468,包钢股份,BGGF
143,600606.XSHG,2018-08,0,0.56806594,Long,-0.003378378378378289,绿地控股,LDKG
144,000723.XSHE,2018-08,0,0.55188596,Long,-0.2737068965517241,美锦能源,MJNY
145,600111.XSHG,2018-08,0,0.5503044,Long,-0.07859078590785917,北方稀土,BFXT
146,000425.XSHE,2018-08,0,0.5470855,Long,-0.033816425120772875,徐工机械,XGJX
147,000860.XSHE,2018-08,0,0.5424739,Long,-0.10102692200943664,顺鑫农业,SXNY
148,002555.XSHE,2018-09,0,0.8936601,Long,0.06727828746177368,三七互娱,SQHY
149,002558.XSHE,2018-09,0,0.8347769,Long,-0.050838840874428026,巨人网络,JRWL
150,002468.XSHE,2018-09,0,0.8139453,Long,0.1843575418994412,申通快递,STKD
151,002624.XSHE,2018-09,0,0.7703478,Long,-0.025203252032520385,完美世界,WMSJ
152,002241.XSHE,2018-09,0,0.73135364,Long,-0.06529209621993126,歌尔股份,GEGF
153,002508.XSHE,2018-09,0,0.6825071,Long,0.06416349809885946,老板电器,LBDQ
154,601600.XSHG,2018-09,0,0.6795501,Long,-0.002475247524752477,中国铝业,ZGLY
155,601216.XSHG,2018-09,0,0.6549862,Long,0.011494252873563315,君正集团,JZJT
156,601231.XSHG,2018-09,0,0.6482436,Long,0.08055235903337188,环旭电子,HXDZ
157,002460.XSHE,2018-09,0,0.6481249,Long,0.0835023664638268,赣锋锂业,GFLY
158,002773.XSHE,2018-09,0,0.6480488,Long,-0.11477803738317773,康弘药业,KHYY
159,601238.XSHG,2018-09,0,0.6323732,Long,0.07215447154471555,广汽集团,GQJT
160,000651.XSHE,2018-09,0,0.6310002,Long,0.03223163070199408,格力电器,GLDQ
161,300347.XSHE,2018-09,0,0.6241811,Long,-0.003643497757847558,泰格医药,TGYY
162,600233.XSHG,2018-09,0,0.6193287,Long,0.09897610921501697,圆通速递,YTSD
163,600438.XSHG,2018-09,0,0.61816335,Long,0.043269230769230616,通威股份,TWGF
164,600196.XSHG,2018-09,0,0.61156964,Long,0.08044382801664351,复星医药,FXYY
165,002027.XSHE,2018-09,0,0.59567535,Long,-0.009603841536614643,分众传媒,FZCM
166,603019.XSHG,2018-09,0,0.5866803,Long,-0.1049266641594584,中科曙光,ZKSG
167,300136.XSHE,2018-09,0,0.58498496,Long,-0.21912584335582289,信维通信,XWTX
168,000723.XSHE,2018-10,0,0.9118148,Long,0.053097345132743216,美锦能源,MJNY
169,002508.XSHE,2018-10,0,0.80607593,Long,-0.10317105850826268,老板电器,LBDQ
170,002555.XSHE,2018-10,0,0.79180855,Long,0.024832855778414542,三七互娱,SQHY
171,002558.XSHE,2018-10,0,0.7654954,Long,0.0,巨人网络,JRWL
172,002027.XSHE,2018-10,0,0.75421894,Long,-0.2957575757575758,分众传媒,FZCM
173,002468.XSHE,2018-10,0,0.70736766,Long,-0.06498951781970641,申通快递,STKD
174,000651.XSHE,2018-10,0,0.6969237,Long,-0.05345329452236036,格力电器,GLDQ
175,002236.XSHE,2018-10,0,0.6900968,Long,-0.22100205902539471,大华股份,DHGF
176,600196.XSHG,2018-10,0,0.6858873,Long,-0.194801026957638,复星医药,FXYY
177,601216.XSHG,2018-10,0,0.67727137,Long,-0.0757575757575758,君正集团,JZJT
178,002466.XSHE,2018-10,0,0.6755548,Long,-0.2338684293358514,天齐锂业,TQLY
179,601186.XSHG,2018-10,0,0.6482699,Long,-0.013736263736263798,中国铁建,ZGTJ
180,002463.XSHE,2018-10,0,0.6440482,Long,0.13406940063091488,沪电股份,HDGF
181,002624.XSHE,2018-10,0,0.6419389,Long,0.010842368640533671,完美世界,WMSJ
182,600340.XSHG,2018-10,0,0.63981515,Long,-0.0777903043968432,华夏幸福,HXXF
183,600438.XSHG,2018-10,0,0.6341857,Long,-0.041474654377880116,通威股份,TWGF
184,601012.XSHG,2018-10,0,0.62961435,Long,-0.04577464788732388,隆基股份,LJGF
185,002050.XSHE,2018-10,0,0.6153643,Long,-0.15175097276264593,三花智控,SHZK
186,002271.XSHE,2018-10,0,0.61379427,Long,-0.07178043631245612,东方雨虹,DFYH
187,601800.XSHG,2018-10,0,0.6022637,Long,-0.024671052631578986,中国交建,ZGJJ
188,000723.XSHE,2018-11,0,0.9482707,Long,0.008403361344537784,美锦能源,MJNY
189,002508.XSHE,2018-11,0,0.83630705,Long,-0.006474103585657365,老板电器,LBDQ
190,300136.XSHE,2018-11,0,0.8159318,Long,-0.0509312048650703,信维通信,XWTX
191,002027.XSHE,2018-11,0,0.7974416,Long,-0.04130808950086051,分众传媒,FZCM
192,002555.XSHE,2018-11,0,0.7917007,Long,0.0838769804287045,三七互娱,SQHY
193,002271.XSHE,2018-11,0,0.7846162,Long,0.043972706595905915,东方雨虹,DFYH
194,002773.XSHE,2018-11,0,0.781329,Long,-0.060066006600660075,康弘药业,KHYY
195,601012.XSHG,2018-11,0,0.7780163,Long,0.37269372693726943,隆基股份,LJGF
196,300014.XSHE,2018-11,0,0.7558221,Long,0.20125786163522008,亿纬锂能,YWLN
197,600977.XSHG,2018-11,0,0.7447064,Long,0.1416526138279932,中国电影,ZGDY
198,002468.XSHE,2018-11,0,0.73195994,Long,-0.05269058295964135,申通快递,STKD
199,002624.XSHE,2018-11,0,0.7229739,Long,-0.012376237623762276,完美世界,WMSJ
200,002456.XSHE,2018-11,0,0.703927,Long,-0.12375859434682955,欧菲光,OFG
201,600438.XSHG,2018-11,0,0.6973747,Long,0.3253205128205128,通威股份,TWGF
202,002601.XSHE,2018-11,0,0.6870297,Long,-0.016450216450216604,龙蟒佰利,LMBL
203,300433.XSHE,2018-11,0,0.68493974,Long,0.019607843137254832,蓝思科技,LSKJ
204,600048.XSHG,2018-11,0,0.6617154,Long,0.04013961605584626,保利地产,BLDC
205,600233.XSHG,2018-11,0,0.65957063,Long,-0.058039961941008474,圆通速递,YTSD
206,002558.XSHE,2018-11,0,0.65220773,Long,0.01071237279057313,巨人网络,JRWL
207,002236.XSHE,2018-11,0,0.6404709,Long,0.15947136563876652,大华股份,DHGF
208,000723.XSHE,2018-12,0,0.8618602,Long,-0.1083333333333334,美锦能源,MJNY
209,002027.XSHE,2018-12,0,0.82454675,Long,-0.08797127468581689,分众传媒,FZCM
210,002508.XSHE,2018-12,0,0.78716314,Long,-0.03208020050125315,老板电器,LBDQ
211,002271.XSHE,2018-12,0,0.6869014,Long,-0.08061002178649235,东方雨虹,DFYH
212,600977.XSHG,2018-12,0,0.6685535,Long,0.03692762186115206,中国电影,ZGDY
213,300014.XSHE,2018-12,0,0.6459243,Long,0.07984293193717272,亿纬锂能,YWLN
214,002555.XSHE,2018-12,0,0.64416194,Long,-0.21066208082545146,三七互娱,SQHY
215,300433.XSHE,2018-12,0,0.64304584,Long,-0.17564102564102568,蓝思科技,LSKJ
216,601216.XSHG,2018-12,0,0.6287651,Long,-0.07968127490039834,君正集团,JZJT
217,601668.XSHG,2018-12,0,0.6170868,Long,-0.011111111111111184,中国建筑,ZGJZ
218,002773.XSHE,2018-12,0,0.6131712,Long,-0.0912921348314607,康弘药业,KHYY
219,600398.XSHG,2018-12,0,0.6008615,Long,0.07905686546463242,海澜之家,HLZJ
220,000333.XSHE,2018-12,0,0.59723014,Long,-0.047411444141689414,美的集团,MDJT
221,600233.XSHG,2018-12,0,0.58611906,Long,-0.0121212121212122,圆通速递,YTSD
222,002008.XSHE,2018-12,0,0.5825705,Long,-0.09694793536804314,大族激光,DZJG
223,600118.XSHG,2018-12,0,0.5716245,Long,0.003502626970227851,中国卫星,ZGWX
224,002050.XSHE,2018-12,0,0.57057196,Long,-0.045454545454545525,三花智控,SHZK
225,600487.XSHG,2018-12,0,0.56698173,Long,-0.02494199535962871,亨通光电,HTGD
226,300122.XSHE,2018-12,0,0.5544954,Long,-0.09112482202183204,智飞生物,ZFSW
227,002466.XSHE,2018-12,0,0.53352547,Long,-0.07721280602636538,天齐锂业,TQLY
228,002027.XSHE,2019-01,0,0.8562714,Long,0.03740157480314954,分众传媒,FZCM
229,002739.XSHE,2019-01,0,0.7797165,Long,-0.17453046266605587,万达电影,WDDY
230,600233.XSHG,2019-01,0,0.7612809,Long,0.1922290388548058,圆通速递,YTSD
231,002508.XSHE,2019-01,0,0.7156481,Long,0.20662868979803228,老板电器,LBDQ
232,000723.XSHE,2019-01,0,0.7072565,Long,0.29595015576323996,美锦能源,MJNY
233,300136.XSHE,2019-01,0,0.7013226,Long,0.04863362667901816,信维通信,XWTX
234,002773.XSHE,2019-01,0,0.6913982,Long,0.10316846986089656,康弘药业,KHYY
235,300433.XSHE,2019-01,0,0.6649937,Long,-0.10419906687402802,蓝思科技,LSKJ
236,600703.XSHG,2019-01,0,0.66359335,Long,-0.13291139240506333,三安光电,SAGD
